Entity,Code,Year,Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Income classifications (World Bank (2017)),Deaths - Cause: All causes - Risk: Smoking - Sex: Both - Age: All Ages (Number),Year
United States,USA,2002,512206,High income,527736,2019
United States,USA,2003,507155,High income,527736,2019
United States,USA,2004,495705,High income,527736,2019
United States,USA,2005,495192,High income,527736,2019
United States,USA,2006,489860,High income,527736,2019
United States,USA,2007,484575,High income,527736,2019
United States,USA,2008,485557,High income,527736,2019
United States,USA,2009,481936,High income,527736,2019
United States,USA,2010,477588,High income,527736,2019
United States,USA,2011,480564,High income,527736,2019
United States,USA,2012,481186,High income,527736,2019
United States,USA,2013,483704,High income,527736,2019
United States,USA,2014,486227,High income,527736,2019
United States,USA,2015,490978,High income,527736,2019
United States,USA,2016,497281,High income,527736,2019
United States,USA,2017,500569,,527736,2019
United States,USA,2018,515910,,527736,2019
United States,USA,2019,527736,,527736,2019
United States,USA,1987,,High income,527736,2019
United States,USA,1988,,High income,527736,2019
United States,USA,1989,,High income,527736,2019
United States Virgin Islands,VIR,1990,51,High income,109,2019
United States Virgin Islands,VIR,1991,51,High income,109,2019
United States Virgin Islands,VIR,1992,53,High income,109,2019
United States Virgin Islands,VIR,1993,54,High income,109,2019
United States Virgin Islands,VIR,1994,57,High income,109,2019
United States Virgin Islands,VIR,1995,56,High income,109,2019
United States Virgin Islands,VIR,1996,58,High income,109,2019
United States Virgin Islands,VIR,1997,59,High income,109,2019
United States Virgin Islands,VIR,1998,60,High income,109,2019
United States Virgin Islands,VIR,1999,63,High income,109,2019
United States Virgin Islands,VIR,2000,64,High income,109,2019
United States Virgin Islands,VIR,2001,66,High income,109,2019
United States Virgin Islands,VIR,2002,67,High income,109,2019
United States Virgin Islands,VIR,2003,68,High income,109,2019
United States Virgin Islands,VIR,2004,70,High income,109,2019
United States Virgin Islands,VIR,2005,72,High income,109,2019
United States Virgin Islands,VIR,2006,77,High income,109,2019
United States Virgin Islands,VIR,2007,94,High income,109,2019
United States Virgin Islands,VIR,2008,96,High income,109,2019
United States Virgin Islands,VIR,2009,99,High income,109,2019
United States Virgin Islands,VIR,2010,101,High income,109,2019
United States Virgin Islands,VIR,2011,102,High income,109,2019
United States Virgin Islands,VIR,2012,104,High income,109,2019
United States Virgin Islands,VIR,2013,106,High income,109,2019
United States Virgin Islands,VIR,2014,107,High income,109,2019
United States Virgin Islands,VIR,2015,109,High income,109,2019
United States Virgin Islands,VIR,2016,108,High income,109,2019
United States Virgin Islands,VIR,2017,109,,109,2019
United States Virgin Islands,VIR,2018,109,,109,2019
United States Virgin Islands,VIR,2019,109,,109,2019
United States Virgin Islands,VIR,1987,,High income,109,2019
United States Virgin Islands,VIR,1988,,High income,109,2019
United States Virgin Islands,VIR,1989,,High income,109,2019
Uruguay,URY,1990,5321,Upper-middle income,4864,2019
Uruguay,URY,1991,5173,Upper-middle income,4864,2019
Uruguay,URY,1992,5274,Upper-middle income,4864,2019
Uruguay,URY,1993,5357,Upper-middle income,4864,2019
Uruguay,URY,1994,5288,Upper-middle income,4864,2019
Uruguay,URY,1995,5340,Upper-middle income,4864,2019
Uruguay,URY,1996,5293,Upper-middle income,4864,2019
Uruguay,URY,1997,5220,Upper-middle income,4864,2019
Uruguay,URY,1998,5320,Upper-middle income,4864,2019
Uruguay,URY,1999,5320,Upper-middle income,4864,2019
Uruguay,URY,2000,5198,Upper-middle income,4864,2019
Uruguay,URY,2001,5169,Upper-middle income,4864,2019
Uruguay,URY,2002,5205,Upper-middle income,4864,2019
Uruguay,URY,2003,5254,Upper-middle income,4864,2019
Uruguay,URY,2004,5203,Upper-middle income,4864,2019
Uruguay,URY,2005,5134,Upper-middle income,4864,2019
Uruguay,URY,2006,5040,Upper-middle income,4864,2019
Uruguay,URY,2007,5203,Upper-middle income,4864,2019
Uruguay,URY,2008,5021,Upper-middle income,4864,2019
Uruguay,URY,2009,4965,Upper-middle income,4864,2019
Uruguay,URY,2010,4990,Upper-middle income,4864,2019
Uruguay,URY,2011,5042,Upper-middle income,4864,2019
Uruguay,URY,2012,5012,High income,4864,2019
Uruguay,URY,2013,4934,High income,4864,2019
Uruguay,URY,2014,4842,High income,4864,2019
Uruguay,URY,2015,4853,High income,4864,2019
Uruguay,URY,2016,4816,High income,4864,2019
Uruguay,URY,2017,4839,,4864,2019
Uruguay,URY,2018,4843,,4864,2019
Uruguay,URY,2019,4864,,4864,2019
Uruguay,URY,1987,,Upper-middle income,4864,2019
Uruguay,URY,1988,,Upper-middle income,4864,2019
Uruguay,URY,1989,,Upper-middle income,4864,2019
Uzbekistan,UZB,1990,9278,Upper-middle income,22193,2019
Uzbekistan,UZB,1991,9603,Lower-middle income,22193,2019
Uzbekistan,UZB,1992,10092,Lower-middle income,22193,2019
Uzbekistan,UZB,1993,11032,Lower-middle income,22193,2019
Uzbekistan,UZB,1994,11848,Lower-middle income,22193,2019
Uzbekistan,UZB,1995,12407,Lower-middle income,22193,2019
Uzbekistan,UZB,1996,12936,Lower-middle income,22193,2019
Uzbekistan,UZB,1997,12708,Lower-middle income,22193,2019
Uzbekistan,UZB,1998,12646,Lower-middle income,22193,2019
Uzbekistan,UZB,1999,12729,Low income,22193,2019
Uzbekistan,UZB,2000,13409,Low income,22193,2019
Uzbekistan,UZB,2001,13884,Low income,22193,2019
Uzbekistan,UZB,2002,14497,Low income,22193,2019
Uzbekistan,UZB,2003,15103,Low income,22193,2019
Uzbekistan,UZB,2004,15561,Low income,22193,2019
Uzbekistan,UZB,2005,16518,Low income,22193,2019
Uzbekistan,UZB,2006,16334,Low income,22193,2019
Uzbekistan,UZB,2007,16650,Low income,22193,2019
Uzbekistan,UZB,2008,16971,Low income,22193,2019
Uzbekistan,UZB,2009,16964,Lower-middle income,22193,2019
Uzbekistan,UZB,2010,17295,Lower-middle income,22193,2019
Uzbekistan,UZB,2011,18201,Lower-middle income,22193,2019
Uzbekistan,UZB,2012,19028,Lower-middle income,22193,2019
Uzbekistan,UZB,2013,19491,Lower-middle income,22193,2019
Uzbekistan,UZB,2014,20138,Lower-middle income,22193,2019
Uzbekistan,UZB,2015,20715,Lower-middle income,22193,2019
Uzbekistan,UZB,2016,21092,Lower-middle income,22193,2019
Uzbekistan,UZB,2017,21530,,22193,2019
Uzbekistan,UZB,2018,21961,,22193,2019
Uzbekistan,UZB,2019,22193,,22193,2019
Uzbekistan,UZB,1987,,Not categorized,22193,2019
Uzbekistan,UZB,1988,,Not categorized,22193,2019
Uzbekistan,UZB,1989,,Not categorized,22193,2019
Vanuatu,VUT,1990,118,Lower-middle income,247,2019
Vanuatu,VUT,1991,123,Lower-middle income,247,2019
Vanuatu,VUT,1992,127,Lower-middle income,247,2019
Vanuatu,VUT,1993,129,Lower-middle income,247,2019
Vanuatu,VUT,1994,133,Lower-middle income,247,2019
Vanuatu,VUT,1995,133,Lower-middle income,247,2019
Vanuatu,VUT,1996,136,Lower-middle income,247,2019
Vanuatu,VUT,1997,137,Lower-middle income,247,2019
Vanuatu,VUT,1998,139,Lower-middle income,247,2019
Vanuatu,VUT,1999,142,Lower-middle income,247,2019
Vanuatu,VUT,2000,141,Lower-middle income,247,2019
Vanuatu,VUT,2001,145,Lower-middle income,247,2019
Vanuatu,VUT,2002,144,Lower-middle income,247,2019
Vanuatu,VUT,2003,145,Lower-middle income,247,2019
Vanuatu,VUT,2004,150,Lower-middle income,247,2019
Vanuatu,VUT,2005,160,Lower-middle income,247,2019
Vanuatu,VUT,2006,167,Lower-middle income,247,2019
Vanuatu,VUT,2007,175,Lower-middle income,247,2019
Vanuatu,VUT,2008,182,Lower-middle income,247,2019
Vanuatu,VUT,2009,189,Lower-middle income,247,2019
Vanuatu,VUT,2010,195,Lower-middle income,247,2019
Vanuatu,VUT,2011,204,Lower-middle income,247,2019
Vanuatu,VUT,2012,210,Lower-middle income,247,2019
Vanuatu,VUT,2013,216,Lower-middle income,247,2019
Vanuatu,VUT,2014,222,Lower-middle income,247,2019
Vanuatu,VUT,2015,228,Lower-middle income,247,2019
Vanuatu,VUT,2016,233,Lower-middle income,247,2019
Vanuatu,VUT,2017,237,,247,2019
Vanuatu,VUT,2018,242,,247,2019
Vanuatu,VUT,2019,247,,247,2019
Vanuatu,VUT,1987,,Lower-middle income,247,2019
Vanuatu,VUT,1988,,Lower-middle income,247,2019
Vanuatu,VUT,1989,,Lower-middle income,247,2019
Venezuela,VEN,1990,10205,Upper-middle income,16769,2019
Venezuela,VEN,1991,10461,Upper-middle income,16769,2019
Venezuela,VEN,1992,10593,Upper-middle income,16769,2019
Venezuela,VEN,1993,10720,Upper-middle income,16769,2019
Venezuela,VEN,1994,11056,Lower-middle income,16769,2019
Venezuela,VEN,1995,10990,Lower-middle income,16769,2019
Venezuela,VEN,1996,10668,Lower-middle income,16769,2019
Venezuela,VEN,1997,10335,Upper-middle income,16769,2019
Venezuela,VEN,1998,10750,Upper-middle income,16769,2019
Venezuela,VEN,1999,10802,Upper-middle income,16769,2019
Venezuela,VEN,2000,10878,Upper-middle income,16769,2019
Venezuela,VEN,2001,11166,Upper-middle income,16769,2019
Venezuela,VEN,2002,11538,Upper-middle income,16769,2019
Venezuela,VEN,2003,12154,Upper-middle income,16769,2019
Venezuela,VEN,2004,11689,Upper-middle income,16769,2019
Venezuela,VEN,2005,11943,Upper-middle income,16769,2019
Venezuela,VEN,2006,12706,Upper-middle income,16769,2019
Venezuela,VEN,2007,13259,Upper-middle income,16769,2019
Venezuela,VEN,2008,13793,Upper-middle income,16769,2019
Venezuela,VEN,2009,13827,Upper-middle income,16769,2019
Venezuela,VEN,2010,12976,Upper-middle income,16769,2019
Venezuela,VEN,2011,13149,Upper-middle income,16769,2019
Venezuela,VEN,2012,13656,Upper-middle income,16769,2019
Venezuela,VEN,2013,13508,Upper-middle income,16769,2019
Venezuela,VEN,2014,13515,High income,16769,2019
Venezuela,VEN,2015,13821,Upper-middle income,16769,2019
Venezuela,VEN,2016,14437,Upper-middle income,16769,2019
Venezuela,VEN,2017,14991,,16769,2019
Venezuela,VEN,2018,15521,,16769,2019
Venezuela,VEN,2019,16769,,16769,2019
Venezuela,VEN,1987,,Upper-middle income,16769,2019
Venezuela,VEN,1988,,Upper-middle income,16769,2019
Venezuela,VEN,1989,,Upper-middle income,16769,2019
Vietnam,VNM,1990,50140,Low income,97074,2019
Vietnam,VNM,1991,51465,Low income,97074,2019
Vietnam,VNM,1992,52771,Low income,97074,2019
Vietnam,VNM,1993,54019,Low income,97074,2019
Vietnam,VNM,1994,55268,Low income,97074,2019
Vietnam,VNM,1995,56493,Low income,97074,2019
Vietnam,VNM,1996,57880,Low income,97074,2019
Vietnam,VNM,1997,59377,Low income,97074,2019
Vietnam,VNM,1998,60968,Low income,97074,2019
Vietnam,VNM,1999,62651,Low income,97074,2019
Vietnam,VNM,2000,64369,Low income,97074,2019
Vietnam,VNM,2001,66637,Low income,97074,2019
Vietnam,VNM,2002,68898,Low income,97074,2019
Vietnam,VNM,2003,71175,Low income,97074,2019
Vietnam,VNM,2004,73446,Low income,97074,2019
Vietnam,VNM,2005,75517,Low income,97074,2019
Vietnam,VNM,2006,77426,Low income,97074,2019
Vietnam,VNM,2007,79611,Low income,97074,2019
Vietnam,VNM,2008,81451,Low income,97074,2019
Vietnam,VNM,2009,83106,Lower-middle income,97074,2019
Vietnam,VNM,2010,84215,Lower-middle income,97074,2019
Vietnam,VNM,2011,85692,Lower-middle income,97074,2019
Vietnam,VNM,2012,86887,Lower-middle income,97074,2019
Vietnam,VNM,2013,88163,Lower-middle income,97074,2019
Vietnam,VNM,2014,89406,Lower-middle income,97074,2019
Vietnam,VNM,2015,90356,Lower-middle income,97074,2019
Vietnam,VNM,2016,91784,Lower-middle income,97074,2019
Vietnam,VNM,2017,93378,,97074,2019
Vietnam,VNM,2018,95168,,97074,2019
Vietnam,VNM,2019,97074,,97074,2019
Vietnam,VNM,1987,,Low income,97074,2019
Vietnam,VNM,1988,,Low income,97074,2019
Vietnam,VNM,1989,,Low income,97074,2019
Wales,,1990,9997,,6813,2019
Wales,,1991,9842,,6813,2019
Wales,,1992,9763,,6813,2019
Wales,,1993,9787,,6813,2019
Wales,,1994,9551,,6813,2019
Wales,,1995,9494,,6813,2019
Wales,,1996,9304,,6813,2019
Wales,,1997,9149,,6813,2019
Wales,,1998,9020,,6813,2019
Wales,,1999,9001,,6813,2019
Wales,,2000,8715,,6813,2019
Wales,,2001,8452,,6813,2019
Wales,,2002,8356,,6813,2019
Wales,,2003,8257,,6813,2019
Wales,,2004,8075,,6813,2019
Wales,,2005,7925,,6813,2019
Wales,,2006,7720,,6813,2019
Wales,,2007,7635,,6813,2019
Wales,,2008,7584,,6813,2019
Wales,,2009,7465,,6813,2019
Wales,,2010,7338,,6813,2019
Wales,,2011,7251,,6813,2019
Wales,,2012,7198,,6813,2019
Wales,,2013,7146,,6813,2019
Wales,,2014,6912,,6813,2019
Wales,,2015,6840,,6813,2019
Wales,,2016,6701,,6813,2019
Wales,,2017,6630,,6813,2019
Wales,,2018,6721,,6813,2019
Wales,,2019,6813,,6813,2019
Western Pacific Region (WHO),,1990,1917323,,2968825,2019
Western Pacific Region (WHO),,1991,1971959,,2968825,2019
Western Pacific Region (WHO),,1992,2027950,,2968825,2019
Western Pacific Region (WHO),,1993,2079211,,2968825,2019
Western Pacific Region (WHO),,1994,2118454,,2968825,2019
Western Pacific Region (WHO),,1995,2166711,,2968825,2019
Western Pacific Region (WHO),,1996,2206702,,2968825,2019
Western Pacific Region (WHO),,1997,2237263,,2968825,2019
Western Pacific Region (WHO),,1998,2285367,,2968825,2019
Western Pacific Region (WHO),,1999,2348336,,2968825,2019
Western Pacific Region (WHO),,2000,2427055,,2968825,2019
Western Pacific Region (WHO),,2001,2473772,,2968825,2019
Western Pacific Region (WHO),,2002,2523828,,2968825,2019
Western Pacific Region (WHO),,2003,2570130,,2968825,2019
Western Pacific Region (WHO),,2004,2634272,,2968825,2019
Western Pacific Region (WHO),,2005,2649135,,2968825,2019
Western Pacific Region (WHO),,2006,2590934,,2968825,2019
Western Pacific Region (WHO),,2007,2575605,,2968825,2019
Western Pacific Region (WHO),,2008,2602152,,2968825,2019
Western Pacific Region (WHO),,2009,2639424,,2968825,2019
Western Pacific Region (WHO),,2010,2684724,,2968825,2019
Western Pacific Region (WHO),,2011,2706474,,2968825,2019
Western Pacific Region (WHO),,2012,2713316,,2968825,2019
Western Pacific Region (WHO),,2013,2714746,,2968825,2019
Western Pacific Region (WHO),,2014,2727460,,2968825,2019
Western Pacific Region (WHO),,2015,2748081,,2968825,2019
Western Pacific Region (WHO),,2016,2797387,,2968825,2019
Western Pacific Region (WHO),,2017,2835608,,2968825,2019
Western Pacific Region (WHO),,2018,2886264,,2968825,2019
Western Pacific Region (WHO),,2019,2968825,,2968825,2019
World,OWID_WRL,1990,5868490,,7693368,2019
World,OWID_WRL,1991,5969962,,7693368,2019
World,OWID_WRL,1992,6091137,,7693368,2019
World,OWID_WRL,1993,6257467,,7693368,2019
World,OWID_WRL,1994,6363333,,7693368,2019
World,OWID_WRL,1995,6424367,,7693368,2019
World,OWID_WRL,1996,6455375,,7693368,2019
World,OWID_WRL,1997,6499984,,7693368,2019
World,OWID_WRL,1998,6540882,,7693368,2019
World,OWID_WRL,1999,6619859,,7693368,2019
World,OWID_WRL,2000,6711004,,7693368,2019
World,OWID_WRL,2001,6767584,,7693368,2019
World,OWID_WRL,2002,6852641,,7693368,2019
World,OWID_WRL,2003,6906395,,7693368,2019
World,OWID_WRL,2004,6900363,,7693368,2019
World,OWID_WRL,2005,6955588,,7693368,2019
World,OWID_WRL,2006,6884440,,7693368,2019
World,OWID_WRL,2007,6888848,,7693368,2019
World,OWID_WRL,2008,6965733,,7693368,2019
World,OWID_WRL,2009,6975911,,7693368,2019
World,OWID_WRL,2010,7030932,,7693368,2019
World,OWID_WRL,2011,7060420,,7693368,2019
World,OWID_WRL,2012,7101157,,7693368,2019
World,OWID_WRL,2013,7141391,,7693368,2019
World,OWID_WRL,2014,7184137,,7693368,2019
World,OWID_WRL,2015,7277056,,7693368,2019
World,OWID_WRL,2016,7359293,,7693368,2019
World,OWID_WRL,2017,7427968,,7693368,2019
World,OWID_WRL,2018,7551950,,7693368,2019
World,OWID_WRL,2019,7693368,,7693368,2019
World Bank High Income,,1990,1854185,,1733618,2019
World Bank High Income,,1991,1853520,,1733618,2019
World Bank High Income,,1992,1844551,,1733618,2019
World Bank High Income,,1993,1852779,,1733618,2019
World Bank High Income,,1994,1843503,,1733618,2019
World Bank High Income,,1995,1847762,,1733618,2019
World Bank High Income,,1996,1826452,,1733618,2019
World Bank High Income,,1997,1806524,,1733618,2019
World Bank High Income,,1998,1803583,,1733618,2019
World Bank High Income,,1999,1802308,,1733618,2019
World Bank High Income,,2000,1774553,,1733618,2019
World Bank High Income,,2001,1755575,,1733618,2019
World Bank High Income,,2002,1748222,,1733618,2019
World Bank High Income,,2003,1741000,,1733618,2019
World Bank High Income,,2004,1710352,,1733618,2019
World Bank High Income,,2005,1705864,,1733618,2019
World Bank High Income,,2006,1688423,,1733618,2019
World Bank High Income,,2007,1682389,,1733618,2019
World Bank High Income,,2008,1678798,,1733618,2019
World Bank High Income,,2009,1669733,,1733618,2019
World Bank High Income,,2010,1658238,,1733618,2019
World Bank High Income,,2011,1660324,,1733618,2019
World Bank High Income,,2012,1661167,,1733618,2019
World Bank High Income,,2013,1658550,,1733618,2019
World Bank High Income,,2014,1651860,,1733618,2019
World Bank High Income,,2015,1668360,,1733618,2019
World Bank High Income,,2016,1670542,,1733618,2019
World Bank High Income,,2017,1679474,,1733618,2019
World Bank High Income,,2018,1708952,,1733618,2019
World Bank High Income,,2019,1733618,,1733618,2019
World Bank Low Income,,1990,140212,,212021,2019
World Bank Low Income,,1991,143010,,212021,2019
World Bank Low Income,,1992,145718,,212021,2019
World Bank Low Income,,1993,148632,,212021,2019
World Bank Low Income,,1994,151355,,212021,2019
World Bank Low Income,,1995,154741,,212021,2019
World Bank Low Income,,1996,157170,,212021,2019
World Bank Low Income,,1997,159206,,212021,2019
World Bank Low Income,,1998,161272,,212021,2019
World Bank Low Income,,1999,162500,,212021,2019
World Bank Low Income,,2000,163720,,212021,2019
World Bank Low Income,,2001,164544,,212021,2019
World Bank Low Income,,2002,165414,,212021,2019
World Bank Low Income,,2003,167035,,212021,2019
World Bank Low Income,,2004,169170,,212021,2019
World Bank Low Income,,2005,170992,,212021,2019
World Bank Low Income,,2006,173560,,212021,2019
World Bank Low Income,,2007,176442,,212021,2019
World Bank Low Income,,2008,179534,,212021,2019
World Bank Low Income,,2009,182415,,212021,2019
World Bank Low Income,,2010,184857,,212021,2019
World Bank Low Income,,2011,188039,,212021,2019
World Bank Low Income,,2012,191145,,212021,2019
World Bank Low Income,,2013,193805,,212021,2019
World Bank Low Income,,2014,196484,,212021,2019
World Bank Low Income,,2015,199304,,212021,2019
World Bank Low Income,,2016,202349,,212021,2019
World Bank Low Income,,2017,205487,,212021,2019
World Bank Low Income,,2018,208966,,212021,2019
World Bank Low Income,,2019,212021,,212021,2019
World Bank Lower Middle Income,,1990,1410159,,2200138,2019
World Bank Lower Middle Income,,1991,1447159,,2200138,2019
World Bank Lower Middle Income,,1992,1480718,,2200138,2019
World Bank Lower Middle Income,,1993,1507315,,2200138,2019
World Bank Lower Middle Income,,1994,1535561,,2200138,2019
World Bank Lower Middle Income,,1995,1558129,,2200138,2019
World Bank Lower Middle Income,,1996,1588103,,2200138,2019
World Bank Lower Middle Income,,1997,1641898,,2200138,2019
World Bank Lower Middle Income,,1998,1647970,,2200138,2019
World Bank Lower Middle Income,,1999,1644403,,2200138,2019
World Bank Lower Middle Income,,2000,1673004,,2200138,2019
World Bank Lower Middle Income,,2001,1699000,,2200138,2019
World Bank Lower Middle Income,,2002,1723764,,2200138,2019
World Bank Lower Middle Income,,2003,1733306,,2200138,2019
World Bank Lower Middle Income,,2004,1713950,,2200138,2019
World Bank Lower Middle Income,,2005,1752848,,2200138,2019
World Bank Lower Middle Income,,2006,1794255,,2200138,2019
World Bank Lower Middle Income,,2007,1838494,,2200138,2019
World Bank Lower Middle Income,,2008,1883551,,2200138,2019
World Bank Lower Middle Income,,2009,1873355,,2200138,2019
World Bank Lower Middle Income,,2010,1886632,,2200138,2019
World Bank Lower Middle Income,,2011,1919276,,2200138,2019
World Bank Lower Middle Income,,2012,1960359,,2200138,2019
World Bank Lower Middle Income,,2013,2003388,,2200138,2019
World Bank Lower Middle Income,,2014,2026382,,2200138,2019
World Bank Lower Middle Income,,2015,2077472,,2200138,2019
World Bank Lower Middle Income,,2016,2100902,,2200138,2019
World Bank Lower Middle Income,,2017,2132353,,2200138,2019
World Bank Lower Middle Income,,2018,2175617,,2200138,2019
World Bank Lower Middle Income,,2019,2200138,,2200138,2019
World Bank Upper Middle Income,,1990,2461346,,3543831,2019
World Bank Upper Middle Income,,1991,2523663,,3543831,2019
World Bank Upper Middle Income,,1992,2617499,,3543831,2019
